index,date,home_team,away_team,result,pso,competition,neutral_pitch
1727,2020-09-04,SCO,ISR,1:1,,UEFA Nations League 2021,False
1728,2020-09-04,NOR,AUT,1:2,,UEFA Nations League 2021,False
1729,2020-09-04,NED,POL,1:0,,UEFA Nations League 2021,False
1730,2020-09-04,ITA,BIH,1:1,,UEFA Nations League 2021,False
1731,2020-09-04,ROU,NIR,1:1,,UEFA Nations League 2021,False
1732,2020-09-05,AZE,LUX,1:2,,UEFA Nations League 2021,False
1733,2020-09-05,DEN,BEL,0:2,,UEFA Nations League 2021,False
1734,2020-09-05,ISL,ENG,0:1,,UEFA Nations League 2021,False
1735,2020-09-05,POR,CRO,4:1,,UEFA Nations League 2021,False
1736,2020-09-05,SWE,FRA,0:1,,UEFA Nations League 2021,False
1737,2020-09-05,CYP,MNE,0:2,,UEFA Nations League 2021,False
1738,2020-09-05,EST,GEO,0:1,,UEFA Nations League 2021,False
1739,2020-09-05,MKD,ARM,2:1,,UEFA Nations League 2021,False
1740,2020-09-05,GIB,SMR,1:0,,UEFA Nations League 2021,False
1741,2020-09-06,SVN,MDA,1:0,,UEFA Nations League 2021,False
1742,2020-09-06,MLT,LVA,1:1,,UEFA Nations League 2021,False
1743,2020-09-06,KOS,GRE,1:2,,UEFA Nations League 2021,False
1744,2020-09-06,AND,FRO,0:1,,UEFA Nations League 2021,False
1745,2020-09-06,WAL,BUL,1:0,,UEFA Nations League 2021,False
1746,2020-09-06,ESP,UKR,4:0,,UEFA Nations League 2021,False
1747,2020-09-06,SRB,TUR,0:0,,UEFA Nations League 2021,False
1748,2020-09-06,HUN,RUS,2:3,,UEFA Nations League 2021,False
1749,2020-09-06,SUI,GER,1:1,,UEFA Nations League 2021,False
1750,2020-09-06,IRL,FIN,0:1,,UEFA Nations League 2021,False
1751,2020-09-07,ISR,SVK,1:1,,UEFA Nations League 2021,False
1752,2020-09-07,KAZ,BLR,1:2,,UEFA Nations League 2021,False
1753,2020-09-07,ALB,LTU,0:1,,UEFA Nations League 2021,False
1754,2020-09-07,CZE,SCO,1:2,,UEFA Nations League 2021,False
1755,2020-09-07,NED,ITA,0:1,,UEFA Nations League 2021,False
1756,2020-09-07,AUT,ROU,2:3,,UEFA Nations League 2021,False
1757,2020-09-07,BIH,POL,1:2,,UEFA Nations League 2021,False
1758,2020-09-07,NIR,NOR,1:5,,UEFA Nations League 2021,False
1759,2020-09-08,SMR,LIE,0:2,,UEFA Nations League 2021,True
1760,2020-09-08,GEO,MKD,1:1,,UEFA Nations League 2021,False
1761,2020-09-08,ARM,EST,2:0,,UEFA Nations League 2021,False
1762,2020-09-08,CYP,AZE,0:1,,UEFA Nations League 2021,False
1763,2020-09-08,LUX,MNE,0:1,,UEFA Nations League 2021,False
1764,2020-09-08,FRA,CRO,4:2,,UEFA Nations League 2021,False
1765,2020-09-08,DEN,ENG,0:0,,UEFA Nations League 2021,False
1766,2020-09-08,BEL,ISL,5:1,,UEFA Nations League 2021,False
1767,2020-09-08,SWE,POR,0:2,,UEFA Nations League 2021,False
1768,2020-09-30,MEX,GUA,3:0,,Friendly 2020,False
1769,2020-10-06,NCA,GUA,0:0,,Friendly 2020,False
1770,2020-10-07,MNE,LVA,1:1,,Friendly 2020,False
1771,2020-10-07,POL,FIN,5:1,,Friendly 2020,False
1772,2020-10-07,POR,ESP,0:0,,Friendly 2020,False
1773,2020-10-07,NED,MEX,0:1,,Friendly 2020,False
1774,2020-10-07,SUI,CRO,1:2,,Friendly 2020,False
1775,2020-10-07,MLT,GIB,2:0,,Friendly 2020,False
1776,2020-10-07,SVN,SMR,4:0,,Friendly 2020,False
1777,2020-10-07,LUX,LIE,1:2,,Friendly 2020,False
1778,2020-10-07,ITA,MDA,6:0,,Friendly 2020,False
1779,2020-10-07,GER,TUR,3:3,,Friendly 2020,False
1780,2020-10-07,FRA,UKR,7:1,,Friendly 2020,False
1781,2020-10-07,AND,CPV,1:2,,Friendly 2020,False
1782,2020-10-07,EST,LTU,1:3,,Friendly 2020,False
1783,2020-10-07,DEN,FRO,4:0,,Friendly 2020,False
1784,2020-10-07,CYP,CZE,1:2,,Friendly 2020,False
1785,2020-10-07,AUT,GRE,2:1,,Friendly 2020,False
1786,2020-10-08,MKD,KOS,2:1,,UEFA EURO 2020 Q,False
1787,2020-10-08,GEO,BLR,1:0,,UEFA EURO 2020 Q,False
1788,2020-10-08,SCO,ISR,0:0 a.e.t.,5:3,UEFA EURO 2020 Q,False
1789,2020-10-08,NOR,SRB,1:2 a.e.t.,,UEFA EURO 2020 Q,False
1790,2020-10-08,SVK,IRL,0:0 a.e.t.,4:2,UEFA EURO 2020 Q,False
1791,2020-10-08,BIH,NIR,1:1 a.e.t.,3:4,UEFA EURO 2020 Q,False
1792,2020-10-08,ISL,ROU,2:1,,UEFA EURO 2020 Q,False
1793,2020-10-08,BUL,HUN,1:3,,UEFA EURO 2020 Q,False
1794,2020-10-08,RSA,NAM,1:1,,Friendly 2020,False
1795,2020-10-08,RUS,SWE,1:2,,Friendly 2020,False
1796,2020-10-08,ENG,WAL,3:0,,Friendly 2020,False
1797,2020-10-08,BEL,CIV,1:1,,Friendly 2020,False
1798,2020-10-08,URU,CHI,2:1,,FIFA World Cup 2022 Q,False
1799,2020-10-08,PAR,PER,2:2,,FIFA World Cup 2022 Q,False
1800,2020-10-08,ARG,ECU,1:0,,FIFA World Cup 2022 Q,False
1801,2020-10-08,UZB,IRN,1:2,,Friendly 2020,False
1802,2020-10-09,MTN,SLE,2:1,,Friendly 2020,False
1803,2020-10-09,TUN,SDN,3:0,,Friendly 2020,False
1804,2020-10-09,NGA,ALG,0:1,,Friendly 2020,True
1805,2020-10-09,MAR,SEN,3:1,,Friendly 2020,False
1806,2020-10-09,KEN,ZAM,2:1,,Friendly 2020,False
1807,2020-10-09,COL,VEN,3:0,,FIFA World Cup 2022 Q,False
1808,2020-10-09,GHA,MLI,0:3,,Friendly 2020,True
1809,2020-10-09,CGO,GAM,0:1,,Friendly 2020,True
1810,2020-10-09,BFA,COD,3:0,,Friendly 2020,True
1811,2020-10-09,BRA,BOL,5:0,,FIFA World Cup 2022 Q,False
1812,2020-10-09,JPN,CMR,0:0,,Friendly 2020,True
1813,2020-10-10,LIE,GIB,0:1,,UEFA Nations League 2021,False
1814,2020-10-10,FRO,LVA,1:1,,UEFA Nations League 2021,False
1815,2020-10-10,AND,MLT,0:0,,UEFA Nations League 2021,False
1816,2020-10-10,MNE,AZE,2:0,,UEFA Nations League 2021,False
1817,2020-10-10,LUX,CYP,2:0,,UEFA Nations League 2021,False
1818,2020-10-10,UKR,GER,1:2,,UEFA Nations League 2021,False
1819,2020-10-10,HON,NCA,1:1,,Friendly 2020,False
1820,2020-10-10,CRC,PAN,0:1,,Friendly 2020,False
1821,2020-10-10,CPV,GUI,1:2,,Friendly 2020,True
1822,2020-10-10,ESP,SUI,1:0,,UEFA Nations League 2021,False
1823,2020-10-11,ARM,GEO,2:2,,UEFA Nations League 2021,True
1824,2020-10-11,SRB,HUN,0:1,,UEFA Nations League 2021,False
1825,2020-10-11,FIN,BUL,2:0,,UEFA Nations League 2021,False
1826,2020-10-11,IRL,WAL,0:0,,UEFA Nations League 2021,False
1827,2020-10-11,EST,MKD,3:3,,UEFA Nations League 2021,False
1828,2020-10-11,BIH,NED,0:0,,UEFA Nations League 2021,False
1829,2020-10-11,KOS,SVN,0:1,,UEFA Nations League 2021,False
1830,2020-10-11,KAZ,ALB,0:0,,UEFA Nations League 2021,False
1831,2020-10-11,LTU,BLR,2:2,,UEFA Nations League 2021,False
1832,2020-10-11,RUS,TUR,1:1,,UEFA Nations League 2021,False
1833,2020-10-11,GRE,MDA,2:0,,UEFA Nations League 2021,False
1834,2020-10-11,SCO,SVK,1:0,,UEFA Nations League 2021,False
1835,2020-10-11,BEN,GAB,2:0,,Friendly 2020,True
1836,2020-10-11,NOR,ROU,4:0,,UEFA Nations League 2021,False
1837,2020-10-11,LBY,COM,1:2,,Friendly 2020,True
1838,2020-10-11,MWI,ZIM,0:0,,Friendly 2020,False
1839,2020-10-11,TAN,BDI,0:1,,Friendly 2020,False
1840,2020-10-11,POL,ITA,0:0,,UEFA Nations League 2021,False
1841,2020-10-11,ISR,CZE,1:2,,UEFA Nations League 2021,False
1842,2020-10-11,ISL,DEN,0:3,,UEFA Nations League 2021,False
1843,2020-10-11,NIR,AUT,0:1,,UEFA Nations League 2021,False
1844,2020-10-11,FRA,POR,0:0,,UEFA Nations League 2021,False
1845,2020-10-11,ENG,BEL,2:1,,UEFA Nations League 2021,False
1846,2020-10-11,CRO,SWE,2:1,,UEFA Nations League 2021,False
1847,2020-10-12,GHA,QAT,5:1,,Friendly 2020,True
1848,2020-10-12,MAD,BFA,1:2,,Friendly 2020,True
1849,2020-10-12,TOG,SDN,1:1,,Friendly 2020,True
1850,2020-10-12,UAE,UZB,1:2,,Friendly 2020,False
1851,2020-10-13,LIE,SMR,0:0,,UEFA Nations League 2021,False
1852,2020-10-13,NGA,TUN,1:1,,Friendly 2020,True
1853,2020-10-13,LVA,MLT,0:1,,UEFA Nations League 2021,False
1854,2020-10-13,FRO,AND,2:0,,UEFA Nations League 2021,False
1855,2020-10-13,MNE,LUX,1:2,,UEFA Nations League 2021,False
1856,2020-10-13,AZE,CYP,0:0,,UEFA Nations League 2021,True
1857,2020-10-13,UKR,ESP,1:0,,UEFA Nations League 2021,False
1858,2020-10-13,GER,SUI,3:3,,UEFA Nations League 2021,False
1859,2020-10-13,MAR,COD,1:1,,Friendly 2020,False
1860,2020-10-13,JPN,CIV,1:0,,Friendly 2020,True
1861,2020-10-13,MEX,ALG,2:2,,Friendly 2020,True
1862,2020-10-13,BOL,ARG,1:2,,FIFA World Cup 2022 Q,False
1863,2020-10-13,CHI,COL,2:2,,FIFA World Cup 2022 Q,False
1864,2020-10-13,CRC,PAN,0:1,,Friendly 2020,False
1865,2020-10-13,PER,BRA,2:4,,FIFA World Cup 2022 Q,False
1866,2020-10-13,VEN,PAR,0:1,,FIFA World Cup 2022 Q,False
1867,2020-10-13,ECU,URU,4:2,,FIFA World Cup 2022 Q,False
1868,2020-10-14,LTU,ALB,0:0,,UEFA Nations League 2021,False
1869,2020-10-14,RUS,HUN,0:0,,UEFA Nations League 2021,False
1870,2020-10-14,MDA,SVN,0:4,,UEFA Nations League 2021,False
1871,2020-10-14,GRE,KOS,0:0,,UEFA Nations League 2021,False
1872,2020-10-14,MKD,GEO,1:1,,UEFA Nations League 2021,False
1873,2020-10-14,EST,ARM,1:1,,UEFA Nations League 2021,False
1874,2020-10-14,FIN,IRL,1:0,,UEFA Nations League 2021,False
1875,2020-10-14,BUL,WAL,0:1,,UEFA Nations League 2021,False
1876,2020-10-14,TUR,SRB,2:2,,UEFA Nations League 2021,False
1877,2020-10-14,BLR,KAZ,2:0,,UEFA Nations League 2021,False
1878,2020-10-14,SVK,ISR,2:3,,UEFA Nations League 2021,False
1879,2020-10-14,ROU,AUT,0:1,,UEFA Nations League 2021,False
1880,2020-10-14,NOR,NIR,1:0,,UEFA Nations League 2021,False
1881,2020-10-14,POR,SWE,3:0,,UEFA Nations League 2021,False
1882,2020-10-14,CRO,FRA,1:2,,UEFA Nations League 2021,False
1883,2020-10-14,ISL,BEL,1:2,,UEFA Nations League 2021,False
1884,2020-10-14,ENG,DEN,0:1,,UEFA Nations League 2021,False
1885,2020-10-14,POL,BIH,3:0,,UEFA Nations League 2021,False
1886,2020-10-14,ITA,NED,1:1,,UEFA Nations League 2021,False
1887,2020-10-14,SCO,CZE,1:0,,UEFA Nations League 2021,False
1888,2020-10-22,ETH,ZAM,2:3,,Friendly 2020,False
1889,2020-10-25,ETH,ZAM,1:3,,Friendly 2020,False
1890,2020-11-06,ETH,SDN,2:2,,Friendly 2020,False
1891,2020-11-07,BHR,TJK,1:0,,Friendly 2020,True
1892,2020-11-11,SVN,AZE,0:0,,Friendly 2020,False
1893,2020-11-11,SMR,LVA,0:3,,Friendly 2020,False
1894,2020-11-11,ROU,BLR,5:3,,Friendly 2020,False
1895,2020-11-11,POR,AND,7:0,,Friendly 2020,False
1896,2020-11-11,POL,UKR,2:0,,Friendly 2020,False
1897,2020-11-11,NED,ESP,1:1,,Friendly 2020,False
1898,2020-11-11,MNE,KAZ,0:0,,Friendly 2020,False
1899,2020-11-11,TUR,CRO,3:3,,Friendly 2020,False
1900,2020-11-11,MLT,LIE,3:0,,Friendly 2020,False
1901,2020-11-11,LUX,AUT,0:3,,Friendly 2020,False
1902,2020-11-11,LTU,FRO,2:1,,Friendly 2020,False
1903,2020-11-11,ITA,EST,4:0,,Friendly 2020,False
1904,2020-11-11,BUL,GIB,3:0,,Friendly 2020,False
1905,2020-11-11,GER,CZE,1:0,,Friendly 2020,False
1906,2020-11-11,FRA,FIN,0:2,,Friendly 2020,False
